측정일시,측정소명,이산화질소농도,오존농도,일산화탄소농도,아황산가스,미세먼지,초미세먼지
20160606,강남구,0.02,0.041,0.2,0.004,23,15
20160606,강동구,0.012,0.04,0.3,0.004,24,16
20160606,강변북로,0.046,0.025,0.3,0.004,28,15
20160606,강북구,0.02,0.044,0.3,0.002,16,12
20160606,강서구,0.023,0.029,0.3,0.005,33,22
20160606,공항로,0.03,0.022,0.5,0.006,37,22
20160606,관악구,0.017,0.052,0.4,0.004,30,18
20160606,광진구,0.018,0.043,0.3,0.004,20,11
20160606,구로구,0.018,0.034,0.4,0.006,32,20
20160606,금천구,0.022,0.047,0.3,0.003,26,17
20160606,길동,0.016,0.047,0.2,0.003,19,16
20160606,내부순환,0.027,0.03,0.4,0.006,29,16
20160606,노원구,0.018,0.04,0.3,0.006,18,12
20160606,도봉구,0.022,0.042,0.2,0.004,26,16
20160606,동대문구,0.018,0.04,0.4,0.005,23,13
20160606,동작구,0.02,0.041,0.3,0.004,24,14
20160606,동작대로,0.042,0.03,0.4,0.004,34,25
20160606,마포구,0.02,0.048,0.4,0.004,24,17
20160606,서대문구,0.015,0.051,0.2,0.003,25,16
20160606,서울역,0.025,0.046,0.3,0.004,30,16
20160606,서초구,0.015,0.046,0.3,0.003,21,14
20160606,성동구,,,,,,
20160606,성북구,0.024,0.035,0.3,0.005,30,13
20160606,송파구,0.015,0.047,0.3,0.004,22,14
20160606,신사동,0.035,0.036,0.6,0.004,23,14
20160606,신촌,0.027,0.028,0.4,0.004,34,18
20160606,양재대로,0.051,0.02,0.5,0.001,34,20
20160606,양천구,0.027,0.042,0.4,0.004,28,16
20160606,영등포,0.048,0.021,0.3,0.007,37,21
20160606,영등포구,0.022,0.042,0.5,0.004,37,23
20160606,용산구,0.019,0.048,0.3,0.004,23,13
20160606,은평구,0.026,0.039,0.3,0.004,26,15
20160606,종로,0.044,0.023,0.4,0.004,23,14
20160606,종로구,0.019,0.033,0.2,0.004,20,12
20160606,중구,0.026,0.042,0.4,0.002,23,15
20160606,중랑구,0.016,0.044,0.2,0.005,26,15
20160606,청계천,0.029,0.039,0.3,0.01,22,8
20160606,청량리,0.029,0.037,0.4,0.007,25,16
20160606,태릉,0.052,0.019,0.6,0.003,35,17
20160605,강남구,0.031,0.043,0.4,0.005,53,33
20160605,강동구,0.026,0.038,0.4,0.004,51,30
20160605,강변북로,0.064,0.023,0.5,0.005,57,29
20160605,강북구,0.021,0.058,0.4,0.003,41,23
20160605,강서구,0.022,0.041,0.3,0.005,56,31
20160605,공항로,0.034,0.027,0.6,0.006,56,32
20160605,관악구,0.031,0.054,0.5,0.004,52,31
20160605,광진구,0.03,0.043,0.5,0.003,46,27
20160605,구로구,0.023,0.04,0.5,0.006,58,32
20160605,금천구,0.034,0.05,0.5,0.004,45,28
20160605,길동,0.041,0.035,0.4,0.004,42,26
20160605,내부순환,0.033,0.04,0.4,0.006,58,26
20160605,노원구,0.019,0.048,0.4,0.006,35,22
20160605,도봉구,0.02,0.057,0.3,0.004,51,28
20160605,동대문구,0.028,0.042,0.5,0.005,52,27
20160605,동작구,0.032,0.044,0.5,0.004,46,25
20160605,동작대로,0.066,0.029,0.7,0.004,70,42
20160605,마포구,0.028,0.058,0.5,0.004,50,30
20160605,서대문구,0.019,0.054,0.3,0.003,53,29
20160605,서울역,0.047,0.04,0.5,0.005,68,32
20160605,서초구,0.032,0.045,0.4,0.003,50,30
20160605,성동구,0.042,0.052,0.6,0.008,61,33
20160605,성북구,0.028,0.038,0.4,0.004,53,26
20160605,송파구,0.027,0.046,0.4,0.005,46,30
20160605,신사동,0.062,0.032,0.9,0.005,58,28
20160605,신촌,0.051,0.024,0.6,0.005,71,33
20160605,양재대로,0.073,0.021,0.6,0.002,56,32
20160605,양천구,0.027,0.06,0.5,0.004,44,23
20160605,영등포,0.059,0.027,0.4,0.007,57,29
20160605,영등포구,0.026,0.048,0.6,0.004,63,32
20160605,용산구,0.034,0.046,0.5,0.004,43,26
20160605,은평구,0.027,0.046,0.4,0.005,50,25
20160605,종로,0.052,0.024,0.5,0.004,44,24
20160605,종로구,0.024,0.037,0.3,0.004,44,27
20160605,중구,0.034,0.046,0.6,0.003,55,27
20160605,중랑구,0.023,0.046,0.4,0.005,50,29
20160605,청계천,0.038,0.043,0.4,0.011,43,13
20160605,청량리,0.044,0.033,0.6,0.007,45,27
20160605,태릉,0.051,0.032,0.6,0.003,56,31
20160604,강남구,0.041,0.029,0.4,0.005,59,32
20160604,강동구,0.042,0.024,0.5,0.004,62,33
20160604,강변북로,0.07,0.013,0.5,0.005,66,31
20160604,강북구,0.028,0.046,0.4,0.003,42,26
20160604,강서구,0.028,0.028,0.3,0.005,58,29
20160604,공항로,0.044,0.015,0.6,0.006,66,31
20160604,관악구,0.039,0.036,0.5,0.004,50,29
20160604,광진구,0.045,0.028,0.6,0.004,50,28
20160604,구로구,0.031,0.024,0.5,0.006,57,29
20160604,금천구,0.052,0.023,0.5,0.004,46,26
20160604,길동,0.059,0.017,0.5,0.004,48,24
20160604,내부순환,0.028,0.039,0.4,0.006,57,27
20160604,노원구,0.026,0.038,0.4,0.006,39,24
20160604,도봉구,0.024,0.049,0.3,0.004,53,29
20160604,동대문구,0.037,0.031,0.6,0.005,54,27
20160604,동작구,0.041,0.029,0.5,0.004,44,22
20160604,동작대로,0.068,0.019,0.7,0.005,70,39
20160604,마포구,0.037,0.04,0.5,0.004,48,28
20160604,서대문구,0.02,0.045,0.3,0.003,51,27
20160604,서울역,0.053,0.031,0.6,0.005,63,31
20160604,서초구,0.04,0.029,0.4,0.003,53,28
20160604,성동구,0.047,0.026,0.4,0.007,67,32
20160604,성북구,0.032,0.033,0.5,0.005,54,26
20160604,송파구,0.043,0.026,0.5,0.005,55,33
20160604,신사동,0.071,0.021,0.8,0.005,58,27
20160604,신촌,0.056,0.016,0.7,0.004,71,31
20160604,양재대로,0.076,0.011,0.7,0.003,70,37
20160604,양천구,0.035,0.038,0.4,0.004,42,20
20160604,영등포,0.065,0.016,0.4,0.007,60,28
20160604,영등포구,0.033,0.033,0.6,0.004,67,33
20160604,용산구,0.044,0.033,0.5,0.004,44,25
20160604,은평구,0.03,0.039,0.4,0.005,50,24
20160604,종로,0.045,0.022,0.5,0.004,47,22
20160604,종로구,0.03,0.029,0.3,0.004,45,25
20160604,중구,0.037,0.038,0.6,0.003,52,26
20160604,중랑구,0.033,0.038,0.4,0.006,56,31
20160604,청계천,0.049,0.03,0.5,0.011,45,14
20160604,청량리,0.057,0.023,0.7,0.007,49,28
20160604,태릉,0.059,0.021,0.7,0.004,64,34
20160603,강남구,0.034,0.044,0.4,0.006,47,26
20160603,강동구,0.041,0.034,0.4,0.005,52,27
20160603,강변북로,0.082,0.015,0.5,0.007,55,29
20160603,강북구,0.03,0.054,0.4,0.004,34,22
20160603,강서구,0.028,0.034,0.3,0.007,51,25
20160603,공항로,0.041,0.018,0.5,0.007,54,26
20160603,관악구,0.029,0.053,0.4,0.005,45,26
20160603,광진구,0.037,0.04,0.5,0.005,43,24
20160603,구로구,0.022,0.038,0.4,0.008,49,26
20160603,금천구,0.037,0.046,0.4,0.005,40,24
20160603,길동,0.061,0.029,0.5,0.005,43,22
20160603,내부순환,0.031,0.041,0.4,0.007,50,24
20160603,노원구,0.03,0.046,0.4,0.006,32,20
20160603,도봉구,0.027,0.056,0.4,0.004,43,25
20160603,동대문구,0.036,0.04,0.5,0.006,46,24
20160603,동작구,0.034,0.041,0.4,0.005,38,19
20160603,동작대로,0.074,0.022,0.6,0.005,67,35
20160603,마포구,0.04,0.044,0.5,0.006,46,28
20160603,서대문구,0.023,0.045,0.3,0.005,49,25
20160603,서울역,0.062,0.031,0.5,0.006,59,29
20160603,서초구,0.033,0.042,0.4,0.004,47,25
20160603,성동구,0.045,0.037,0.3,0.007,64,26
20160603,성북구,0.033,0.039,0.4,0.006,46,23
20160603,송파구,0.038,0.042,0.4,0.005,43,26
20160603,신사동,0.068,0.03,0.7,0.006,48,25
20160603,신촌,0.064,0.017,0.6,0.008,73,32
20160603,양재대로,0.079,0.018,0.7,0.003,54,31
20160603,양천구,0.032,0.047,0.4,0.006,46,24
20160603,영등포,0.074,0.018,0.4,0.008,55,26
20160603,영등포구,0.03,0.044,0.5,0.005,56,28
20160603,용산구,0.048,0.038,0.5,0.006,41,26
20160603,은평구,0.031,0.039,0.4,0.006,47,23
20160603,종로,0.048,0.025,0.4,0.005,46,22
20160603,종로구,0.033,0.033,0.3,0.005,41,24
20160603,중구,0.039,0.042,0.6,0.004,48,24
20160603,중랑구,0.035,0.045,0.4,0.006,48,28
20160603,청계천,0.054,0.034,0.5,0.012,42,13
20160603,청량리,0.066,0.031,0.7,0.007,39,27
20160603,태릉,0.067,0.025,0.7,0.004,59,33
20160602,강남구,0.036,0.035,0.3,0.005,40,21
20160602,강동구,0.031,0.027,0.4,0.004,38,18
20160602,강변북로,0.066,0.017,0.4,0.005,42,19
20160602,강북구,0.031,0.045,0.4,0.003,25,12
20160602,강서구,0.027,0.035,0.3,0.006,44,19
20160602,공항로,0.04,0.019,0.5,0.005,48,20
20160602,관악구,0.032,0.047,0.4,0.004,39,22
20160602,광진구,0.025,0.04,0.3,0.005,30,13
20160602,구로구,0.025,0.033,0.5,0.006,44,22
20160602,금천구,0.035,0.045,0.4,0.004,35,19
20160602,길동,0.048,0.028,0.4,0.004,35,18
20160602,내부순환,0.028,0.042,0.4,0.006,42,16
20160602,노원구,0.024,0.044,0.4,0.006,23,12
20160602,도봉구,0.024,0.053,0.3,0.004,34,17
20160602,동대문구,0.031,0.035,0.5,0.005,33,16
20160602,동작구,0.03,0.042,0.3,0.004,31,15
20160602,동작대로,0.068,0.022,0.6,0.005,57,32
20160602,마포구,0.039,0.041,0.5,0.004,36,20
20160602,서대문구,0.018,0.048,0.3,0.003,37,18
20160602,서울역,0.052,0.03,0.5,0.005,45,20
20160602,서초구,0.035,0.035,0.4,0.004,38,22
20160602,성동구,0.036,0.037,0.2,0.006,51,18
20160602,성북구,0.031,0.034,0.4,0.005,36,15
20160602,송파구,0.037,0.033,0.3,0.004,37,20
20160602,신사동,0.064,0.026,0.7,0.005,44,20
20160602,신촌,0.056,0.016,0.6,0.005,58,25
20160602,양재대로,0.082,0.016,0.6,0.004,51,17
20160602,양천구,0.036,0.044,0.4,0.004,34,16
20160602,영등포,0.077,0.014,0.4,0.008,48,21
20160602,영등포구,0.034,0.04,0.5,0.005,48,25
20160602,용산구,0.043,0.035,0.4,0.005,31,17
20160602,은평구,0.033,0.04,0.3,0.005,39,18
20160602,종로,0.045,0.024,0.4,0.004,33,15
20160602,종로구,0.027,0.033,0.3,0.004,29,12
20160602,중구,0.037,0.038,0.5,0.003,37,17
20160602,중랑구,0.024,0.048,0.3,0.005,33,17
20160602,청계천,0.047,0.03,0.4,0.012,29,9
20160602,청량리,0.035,0.017,0.5,0.005,24,17
20160602,태릉,0.055,0.025,0.6,0.004,40,20
20160601,강남구,0.029,0.034,0.3,0.005,42,24
20160601,강동구,0.023,0.031,0.4,0.004,45,23
20160601,강변북로,0.046,0.025,0.3,0.005,46,21
20160601,강북구,0.026,0.04,0.4,0.003,32,18
20160601,강서구,0.02,0.033,0.3,0.005,52,24
20160601,공항로,0.038,0.015,0.6,0.004,58,21
20160601,관악구,0.028,0.045,0.5,0.004,45,26
20160601,광진구,0.02,0.039,0.5,0.003,38,20
20160601,구로구,0.019,0.034,0.4,0.005,48,28
20160601,금천구,0.029,0.043,0.4,0.004,41,24
20160601,길동,0.046,0.024,0.4,0.005,44,22
20160601,내부순환,0.04,0.025,0.4,0.006,51,22
20160601,노원구,0.017,0.038,0.4,0.006,27,17
20160601,도봉구,0.021,0.044,0.3,0.004,40,20
20160601,동대문구,0.027,0.035,0.5,0.005,41,20
20160601,동작구,0.028,0.039,0.4,0.004,41,21
20160601,동작대로,0.065,0.021,0.6,0.004,61,35
20160601,마포구,0.029,0.042,0.4,0.004,42,24
20160601,서대문구,0.014,0.044,0.3,0.003,42,22
20160601,서울역,0.043,0.03,0.5,0.004,53,25
20160601,서초구,0.028,0.037,0.4,0.003,32,23
20160601,성동구,0.023,0.043,0.3,0.006,48,23
20160601,성북구,0.026,0.032,0.4,0.004,42,20
20160601,송파구,0.025,0.041,0.3,0.004,37,20
20160601,신사동,0.065,0.031,0.7,0.004,48,21
20160601,신촌,0.05,0.018,0.6,0.004,64,26
20160601,양재대로,0.081,0.013,0.7,0.005,49,11
20160601,양천구,0.028,0.044,0.4,0.004,41,20
20160601,영등포,0.051,0.022,0.4,0.007,49,24
20160601,영등포구,0.03,0.036,0.5,0.004,50,25
20160601,용산구,0.026,0.04,0.4,0.004,36,21
20160601,은평구,0.028,0.039,0.2,0.005,43,21
20160601,종로,0.051,0.021,0.5,0.004,41,17
20160601,종로구,0.02,0.034,0.3,0.004,36,19
20160601,중구,0.033,0.036,0.6,0.002,43,22
20160601,중랑구,0.022,0.043,0.3,0.005,42,23
20160601,청계천,0.042,0.027,0.5,0.011,37,11
20160601,청량리,0.042,0.024,0.6,0.005,36,23
20160601,태릉,0.053,0.02,0.6,0.003,47,22
20160531,강남구,0.03,0.047,0.5,0.007,85,51
20160531,강동구,0.031,0.036,0.6,0.005,92,48
20160531,강변북로,0.068,0.019,0.6,0.007,86,45
20160531,강북구,0.024,0.056,0.5,0.005,77,51
20160531,강서구,0.021,0.028,0.4,0.006,72,40
20160531,공항로,0.032,0.021,0.6,0.006,79,35
20160531,관악구,0.027,0.052,0.6,0.006,72,45
20160531,광진구,0.031,0.046,0.7,0.005,86,57
20160531,구로구,0.022,0.037,0.6,0.008,77,43
20160531,금천구,0.03,0.048,0.5,0.006,68,44
20160531,길동,0.044,0.036,0.5,0.006,83,46
20160531,내부순환,0.024,0.043,0.5,0.008,92,41
20160531,노원구,0.025,0.043,0.5,0.007,73,52
20160531,도봉구,0.026,0.054,0.5,0.005,77,47
20160531,동대문구,0.027,0.043,0.6,0.007,82,42
20160531,동작구,0.028,0.043,0.5,0.006,76,46
20160531,동작대로,0.061,0.029,0.7,0.006,98,62
20160531,마포구,0.03,0.048,0.6,0.006,74,45
20160531,서대문구,0.018,0.047,0.3,0.005,77,44
20160531,서울역,0.05,0.03,0.7,0.006,85,50
20160531,서초구,0.027,0.046,0.5,0.005,85,47
20160531,성동구,0.032,0.042,0.5,0.007,86,42
20160531,성북구,0.033,0.035,0.6,0.006,79,41
20160531,송파구,0.038,0.047,0.7,0.005,78,47
20160531,신사동,0.047,0.044,0.8,0.007,99,53
20160531,신촌,0.058,0.02,0.7,0.007,104,45
20160531,양재대로,0.071,0.022,0.8,0.006,90,21
20160531,양천구,0.028,0.047,0.5,0.007,71,37
20160531,영등포,0.07,0.018,0.5,0.009,85,49
20160531,영등포구,0.027,0.043,0.7,0.006,89,45
20160531,용산구,0.04,0.038,0.6,0.005,69,43
20160531,은평구,0.026,0.037,0.4,0.006,79,39
20160531,종로,0.043,0.027,0.5,0.006,70,36
20160531,종로구,0.025,0.036,0.4,0.006,76,52
20160531,중구,0.03,0.046,0.7,0.005,75,42
20160531,중랑구,0.027,0.049,0.5,0.007,87,53
20160531,청계천,0.044,0.036,0.5,0.013,68,22
20160531,청량리,0.049,0.029,0.8,0.007,76,51
20160531,태릉,0.053,0.026,0.7,0.005,89,52
20160530,강남구,0.032,0.057,0.5,0.007,98,59
20160530,강동구,0.038,0.038,0.6,0.005,96,51
20160530,강변북로,0.072,0.023,0.6,0.007,101,56
20160530,강북구,0.028,0.066,0.6,0.004,66,41
20160530,강서구,0.024,0.042,0.5,0.007,101,55
20160530,공항로,0.044,0.023,0.8,0.006,104,43
20160530,관악구,0.032,0.057,0.7,0.008,94,59
20160530,광진구,0.037,0.046,0.7,0.004,97,66
20160530,구로구,0.024,0.044,0.7,0.009,104,61
20160530,금천구,0.035,0.058,0.7,0.006,87,57
20160530,길동,0.054,0.041,0.5,0.006,84,44
20160530,내부순환,0.025,0.057,0.5,0.007,89,43
20160530,노원구,0.024,0.058,0.5,0.007,56,36
20160530,도봉구,0.026,0.067,0.4,0.004,78,44
20160530,동대문구,0.036,0.047,0.7,0.007,96,51
20160530,동작구,0.027,0.056,0.5,0.006,79,47
20160530,동작대로,0.067,0.033,0.8,0.006,113,68
20160530,마포구,0.038,0.053,0.7,0.007,97,60
20160530,서대문구,0.023,0.056,0.4,0.005,100,57
20160530,서울역,0.062,0.036,0.8,0.006,104,62
20160530,서초구,0.03,0.052,0.6,0.005,108,53
20160530,성동구,0.039,0.047,0.8,0.007,105,53
20160530,성북구,0.033,0.045,0.6,0.005,83,46
20160530,송파구,0.04,0.053,0.7,0.005,81,49
20160530,신사동,0.067,0.041,0.8,0.007,97,52
20160530,신촌,0.066,0.024,0.8,0.006,130,56
20160530,양재대로,0.079,0.023,0.8,0.005,99,24
20160530,양천구,0.031,0.059,0.7,0.008,94,51
20160530,영등포,0.081,0.019,0.6,0.01,115,67
20160530,영등포구,0.03,0.05,0.8,0.006,116,61
20160530,용산구,0.043,0.041,0.7,0.006,88,57
20160530,은평구,0.027,0.054,0.5,0.005,93,46
20160530,종로,0.044,0.035,0.5,0.005,83,40
20160530,종로구,0.031,0.04,0.4,0.005,87,60
20160530,중구,0.036,0.054,0.8,0.004,94,55
20160530,중랑구,0.036,0.05,0.6,0.007,98,64
20160530,청계천,0.051,0.043,0.6,0.013,79,25
20160530,청량리,0.062,0.016,0.9,0.007,85,64
20160530,태릉,0.065,0.03,0.7,0.005,97,58
20160529,강남구,0.037,0.047,0.5,0.008,93,47
20160529,강동구,0.039,0.032,0.6,0.006,87,40
20160529,강변북로,0.066,0.021,0.6,0.008,94,44
20160529,강북구,0.026,0.055,0.5,0.004,62,35
20160529,강서구,0.025,0.035,0.4,0.007,85,42
20160529,공항로,0.035,0.024,0.6,0.007,85,37
20160529,관악구,0.033,0.052,0.6,0.008,80,46
20160529,광진구,0.037,0.04,0.7,0.005,76,44
20160529,구로구,0.019,0.045,0.6,0.008,91,47
20160529,금천구,0.035,0.051,0.6,0.01,73,43
20160529,길동,0.053,0.034,0.5,0.007,70,33
20160529,내부순환,0.025,0.048,0.5,0.008,87,39
20160529,노원구,0.025,0.045,0.5,0.007,57,33
20160529,도봉구,0.024,0.057,0.5,0.005,75,39
20160529,동대문구,0.035,0.042,0.6,0.008,85,41
20160529,동작구,0.03,0.05,0.5,0.007,70,36
20160529,동작대로,0.063,0.028,0.7,0.008,100,55
20160529,마포구,0.037,0.049,0.6,0.007,85,49
20160529,서대문구,0.024,0.047,0.4,0.006,91,46
20160529,서울역,0.055,0.034,0.7,0.007,98,51
20160529,서초구,0.031,0.048,0.5,0.006,96,41
20160529,성동구,0.042,0.04,0.9,0.007,105,43
20160529,성북구,0.032,0.039,0.6,0.007,79,38
20160529,송파구,0.044,0.042,0.6,0.006,78,40
20160529,신사동,0.064,0.038,0.8,0.008,93,44
20160529,신촌,0.057,0.022,0.7,0.006,115,47
20160529,양재대로,0.067,0.023,0.7,0.007,92,21
20160529,양천구,0.031,0.051,0.6,0.006,75,39
20160529,영등포,0.068,0.022,0.5,0.009,99,46
20160529,영등포구,0.026,0.048,0.6,0.006,101,49
20160529,용산구,0.042,0.039,0.6,0.007,74,45
20160529,은평구,0.029,0.045,0.4,0.006,84,39
20160529,종로,0.039,0.032,0.5,0.007,75,29
20160529,종로구,0.03,0.036,0.4,0.007,77,46
20160529,중구,0.038,0.045,0.8,0.006,89,45
20160529,중랑구,0.031,0.05,0.5,0.007,82,46
20160529,청계천,0.042,0.038,0.5,0.013,72,21
20160529,청량리,0.052,0.011,0.7,0.007,71,47
20160529,태릉,0.052,0.031,0.6,0.005,85,45
20160528,강남구,0.041,0.038,0.5,0.007,83,44
20160528,강동구,0.044,0.029,0.6,0.005,82,39
20160528,강변북로,0.073,0.014,0.6,0.007,88,42
20160528,강북구,0.03,0.048,0.5,0.004,59,35
20160528,강서구,0.025,0.033,0.4,0.006,79,37
20160528,공항로,0.039,0.021,0.6,0.006,82,32
20160528,관악구,0.041,0.039,0.6,0.007,79,45
20160528,광진구,0.042,0.035,0.7,0.005,78,45
20160528,구로구,0.028,0.033,0.6,0.009,85,42
20160528,금천구,0.044,0.037,0.6,0.006,73,42
20160528,길동,0.06,0.028,0.5,0.007,72,39
20160528,내부순환,0.028,0.042,0.5,0.007,82,34
20160528,노원구,0.031,0.038,0.5,0.006,54,34
20160528,도봉구,0.03,0.05,0.4,0.004,68,36
20160528,동대문구,0.037,0.039,0.6,0.008,79,36
20160528,동작구,0.037,0.039,0.5,0.006,68,36
20160528,동작대로,0.067,0.02,0.7,0.007,96,53
20160528,마포구,0.039,0.044,0.6,0.007,78,45
20160528,서대문구,0.024,0.045,0.3,0.006,81,39
20160528,서울역,0.058,0.028,0.7,0.007,85,45
20160528,서초구,0.041,0.036,0.5,0.005,92,39
20160528,성동구,0.046,0.035,0.8,0.007,90,39
20160528,성북구,0.038,0.033,0.6,0.006,76,34
20160528,송파구,0.05,0.037,0.6,0.006,72,38
20160528,신사동,0.071,0.029,0.8,0.007,84,38
20160528,신촌,0.064,0.019,0.8,0.006,105,41
20160528,양재대로,0.077,0.017,0.8,0.007,88,40
20160528,양천구,0.035,0.046,0.6,0.007,70,33
20160528,영등포,0.08,0.014,0.6,0.01,90,44
20160528,영등포구,0.034,0.04,0.6,0.006,96,44
20160528,용산구,0.043,0.035,0.6,0.006,69,41
20160528,은평구,0.035,0.037,0.4,0.006,77,34
20160528,종로,0.045,0.028,0.5,0.006,70,31
20160528,종로구,0.031,0.034,0.4,0.006,74,46
20160528,중구,0.037,0.042,0.7,0.005,79,38
20160528,중랑구,0.038,0.042,0.5,0.007,77,45
20160528,청계천,0.045,0.03,0.5,0.011,71,20
20160528,청량리,0.055,0.01,0.8,0.007,73,49
20160528,태릉,0.054,0.027,0.6,0.005,78,44
20160527,강남구,0.045,0.03,0.6,0.007,103,63
20160527,강동구,0.039,0.029,0.6,0.004,97,53
20160527,강변북로,0.07,0.01,0.6,0.006,95,57
20160527,강북구,0.033,0.047,0.6,0.004,88,62
20160527,강서구,0.025,0.034,0.4,0.006,84,47
20160527,공항로,0.044,0.017,0.7,0.006,106,42
20160527,관악구,0.041,0.042,0.6,0.006,89,58
20160527,광진구,0.04,0.035,0.7,0.005,100,68
20160527,구로구,0.029,0.034,0.6,0.007,89,53
20160527,금천구,0.051,0.039,0.7,0.006,91,62
20160527,길동,0.057,0.024,0.6,0.005,92,53
20160527,내부순환,0.032,0.036,0.6,0.006,95,44
20160527,노원구,0.03,0.041,0.6,0.006,78,57
20160527,도봉구,0.033,0.047,0.5,0.005,84,48
20160527,동대문구,0.039,0.033,0.7,0.007,100,50
20160527,동작구,0.045,0.039,0.6,0.006,96,60
20160527,동작대로,0.075,0.018,0.8,0.007,117,77
20160527,마포구,0.039,0.041,0.7,0.006,94,59
20160527,서대문구,0.022,0.044,0.4,0.004,86,51
20160527,서울역,0.059,0.024,0.7,0.006,94,60
20160527,서초구,0.042,0.032,0.6,0.004,107,51
20160527,성동구,0.045,0.031,1,0.007,97,49
20160527,성북구,0.04,0.03,0.6,0.006,82,47
20160527,송파구,0.046,0.035,0.7,0.005,83,51
20160527,신사동,0.076,0.024,0.9,0.007,93,53
20160527,신촌,0.064,0.018,0.8,0.004,113,49
20160527,양재대로,0.086,0.011,1,0.006,100,60
20160527,양천구,0.036,0.05,0.6,0.006,83,44
20160527,영등포,0.069,0.018,0.5,0.009,102,59
20160527,영등포구,0.036,0.038,0.7,0.005,98,53
20160527,용산구,0.044,0.03,0.6,0.005,87,57
20160527,은평구,0.043,0.036,0.4,0.005,78,40
20160527,종로,0.047,0.025,0.6,0.005,74,43
20160527,종로구,0.032,0.032,0.4,0.005,92,70
20160527,중구,0.039,0.038,0.8,0.004,83,43
20160527,중랑구,0.034,0.039,0.5,0.006,96,59
20160527,청계천,0.049,0.025,0.6,0.012,82,27
20160527,청량리,0.057,0.007,0.8,0.006,91,61
20160527,태릉,0.058,0.023,0.7,0.004,97,64
20160526,강남구,0.036,0.045,0.6,0.007,113,77
20160526,강동구,0.041,0.029,0.7,0.005,120,71
20160526,강변북로,0.072,0.016,0.7,0.008,118,75
20160526,강북구,0.037,0.048,0.7,0.006,111,82
20160526,강서구,0.03,0.027,0.4,0.006,95,58
20160526,공항로,0.04,0.02,0.7,0.006,106,46
20160526,관악구,0.033,0.05,0.7,0.007,102,68
20160526,광진구,0.042,0.035,0.8,0.005,121,88
20160526,구로구,0.027,0.037,0.7,0.008,105,69
20160526,금천구,0.039,0.047,0.7,0.006,96,70
20160526,길동,0.052,0.031,0.6,0.006,109,64
20160526,내부순환,0.029,0.039,0.6,0.008,115,63
20160526,노원구,0.034,0.038,0.6,0.008,102,82
20160526,도봉구,0.041,0.038,0.7,0.005,103,71
20160526,동대문구,0.039,0.034,0.7,0.009,116,67
20160526,동작구,0.03,0.034,0.6,0.006,102,69
20160526,동작대로,0.063,0.029,0.8,0.007,128,93
20160526,마포구,0.043,0.043,0.7,0.008,109,72
20160526,서대문구,0.026,0.041,0.4,0.006,102,70
20160526,서울역,0.064,0.022,0.8,0.007,116,79
20160526,서초구,0.034,0.045,0.6,0.006,113,67
20160526,성동구,0.046,0.034,1,0.007,115,65
20160526,성북구,0.045,0.029,0.7,0.007,101,62
20160526,송파구,0.039,0.044,0.7,0.005,101,68
20160526,신사동,0.07,0.032,0.9,0.008,109,70
20160526,신촌,0.068,0.017,0.8,0.008,137,64
20160526,양재대로,0.075,0.022,0.9,0.008,116,78
20160526,양천구,0.037,0.046,0.6,0.007,94,56
20160526,영등포,0.077,0.014,0.6,0.009,129,83
20160526,영등포구,0.033,0.041,0.8,0.005,114,69
20160526,용산구,0.046,0.033,0.7,0.006,99,70
20160526,은평구,0.058,0.034,0.5,0.006,99,58
20160526,종로,0.055,0.022,0.6,0.008,103,54
20160526,종로구,0.039,0.029,0.5,0.007,111,89
20160526,중구,0.045,0.036,0.9,0.006,101,63
20160526,중랑구,0.041,0.04,0.6,0.007,116,85
20160526,청계천,0.058,0.018,0.7,0.012,102,37
20160526,청량리,0.061,0.008,0.9,0.006,107,88
20160526,태릉,0.061,0.027,0.7,0.006,119,84
20160525,강남구,0.021,0.06,0.5,0.006,92,65
20160525,강동구,0.024,0.04,0.6,0.004,93,59
20160525,강변북로,0.064,0.025,0.5,0.006,97,62
20160525,강북구,0.022,0.067,0.6,0.004,91,67
20160525,강서구,0.018,0.037,0.4,0.005,87,58
20160525,공항로,0.031,0.031,0.6,0.005,91,45
20160525,관악구,0.022,0.06,0.6,0.005,87,59
20160525,광진구,0.027,0.052,0.6,0.006,90,63
20160525,구로구,0.016,0.05,0.6,0.007,93,67
20160525,금천구,0.026,0.058,0.5,0.005,79,59
20160525,길동,0.038,0.041,0.5,0.004,82,54
20160525,내부순환,0.018,0.06,0.5,0.007,104,59
20160525,노원구,0.023,0.055,0.6,0.006,81,63
20160525,도봉구,0.026,0.059,0.5,0.005,94,65
20160525,동대문구,0.022,0.049,0.6,0.006,95,60
20160525,동작구,0.021,0.035,0.5,0.004,85,55
20160525,동작대로,0.056,0.033,0.7,0.005,106,77
20160525,마포구,0.023,0.063,0.6,0.006,90,63
20160525,서대문구,0.015,0.063,0.4,0.004,95,66
20160525,서울역,0.058,0.029,0.7,0.005,113,74
20160525,서초구,0.018,0.06,0.5,0.004,87,57
20160525,성동구,0.027,0.053,0.7,0.006,97,57
20160525,성북구,0.031,0.042,0.6,0.005,95,58
20160525,송파구,0.026,0.055,0.5,0.005,80,55
20160525,신사동,0.054,0.041,0.8,0.006,93,61
20160525,신촌,0.061,0.024,0.8,0.005,123,64
20160525,양재대로,0.071,0.025,0.8,0.006,98,65
20160525,양천구,0.021,0.066,0.5,0.005,81,49
